message,is_flight_intent
 can you tell me how to get from the airport in philadelphia to downtown,1
 what is bna,0
 now show me the flights from denver to atlanta,1
 what is the cost of flight dl 106 from philadelphia to boston,0
 what stops does dl 838 make from san francisco to atlanta,1
 what are the cheapest round trip flights from denver to atlanta,1
 what are the flights from atlanta to dallas,1
 delta flights to san francisco please,1
 i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal,1
 what are the costs of car rental in dallas,0
 what airlines fly from boston to pittsburgh,0
 can you tell me which flights go from memphis to tacoma and make a stop in los angeles,1
 what is the cheapest round trip fare between boston and san francisco,0
 show me ground transportation information for pittsburgh,0
 all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,1
 what is the fare from boston to oakland on united airlines,0
 show me the latest flight from salt lake city to phoenix,1
 show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon,1
 show me flights from denver to philadelphia,1
 flights from newark to boston,1
 what is the first flight from atlanta to boston leaving on thursday september fifth,1
 all united airlines flights with stopovers in denver,1
 show flights from boston to denver on wednesday morning,1
 show me all the twa flights from indianapolis to houston that arrive around 11 am,1
 show me the direct flights from san francisco to boston,1
 i'd like to find the cheapest flight from boston to san francisco,1
 show me round trip fares from denver to philadelphia,0
 i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible,1
 please tell me which airline has the most departures from atlanta,0
 what are the flights from atlanta to baltimore,1
 show me round trip fares from san jose to salt lake city,0
 explain the restriction ap 80,0
 show me the flights from salt lake city to milwaukee,1
 show me us air fares for next sunday from miami to cleveland,0
 list a round trip fare from kansas city to minneapolis flights,0
 show me flights from pittsburgh to san francisco,1
 show me all flights from baltimore to dallas,1
 can you show me the cheapest round trip flights between denver and pittsburgh,1
 how many passengers fit on a d9s,0
 i would like a flight from denver to pittsburgh,1
 show me the flights from boston to atlanta,1
 i need a flight from san francisco to boston that leaves after 10 pm,1
 what flights from boston arrive in dallas fort worth before 5 pm,1
 please show me ground transportation in denver,0
 find travel arrangements for a round trip flight from boston to pittsburgh,1
 what is the coach fare between boston and atlanta on delta,0
 list flights from pittsburgh to atlanta on the evening of august sixth,1
 i would like your rates between atlanta and boston on september third,0
 i would like to fly from boston to denver early in the morning,1
 looking for a flight from denver to salt lake city,1
 show me all the flights from columbus to baltimore,1
 and flight from oakland to boston leaving after midnight,1
 what does the abbreviation dl mean,0
 could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards,1
 i would like to fly from atlanta to philadelphia,1
 what flights from atlanta to st. louis on tuesday arriving around 230 pm,1
 list daily flights from oakland to boston using twa,1
 could you give me the schedule of flights for american and delta to dfw on august fifteenth,1
 show me first class flights from new york to miami leaving on a tuesday,1
 please show me airfare of flight us 345 from boston to pittsburgh,0
 is there a delta flight from boston to san francisco that stops in denver,1
 please list all united flights between pittsburgh and baltimore,1
 find the cheapest one way fare from boston to san francisco,0
 give me morning flights from atlanta to baltimore,1
 please give me round trip fares from pittsburgh to philadelphia,0
 i would like information on ground transportation in the city of atlanta from airport to downtown,0
 i'd like to fly from philadelphia to dallas to san francisco,1
 what is the least expensive flight from atlanta to denver leaving on october twelfth,1
 what is the price of american airlines flight 19 from new york to los angeles,0
 what's the first flight from dallas to houston,1
 i would like information on flights from san francisco to pittsburgh leaving after 8 pm monday night,1
 what flights go from dallas to denver leaving after 3 pm,1
 what is the fare code y and what is the fare code h,0
 hello i'd like a delta flight from atlanta to boston,1
 what flights are provided by american airlines,1
 show me the flights from love field to other airports,1
 show me the coach fares from baltimore to dallas,0
 i want the flights from toronto to san diego that stop in st. louis,1
 saturday or sunday flights between milwaukee and phoenix american airlines,1
 list the cheapest one way flight from miami florida to charlotte north carolina,1
